Date,Description,Amount
05/25/2026,VENDOR 3024 PAYMENT,-401.99
05/26/2026,VENDOR 3025 PAYMENT,-209.99
05/27/2026,VENDOR 3026 PAYMENT,-100.99
05/28/2026,VENDOR 3027 PAYMENT,-41.99
05/29/2026,VENDOR 3028 PAYMENT,-158.99
05/30/2026,VENDOR 3029 PAYMENT,-307.99
05/31/2026,VENDOR 3030 PAYMENT,-497.99
06/01/2026,VENDOR 3031 PAYMENT,-177.99
06/02/2026,VENDOR 3032 PAYMENT,-461.99
06/03/2026,VENDOR 3033 PAYMENT,-362.99
06/04/2026,VENDOR 3034 PAYMENT,-105.99
06/05/2026,VENDOR 3035 PAYMENT,-61.99
06/06/2026,VENDOR 3036 PAYMENT,-444.99
06/07/2026,VENDOR 3037 PAYMENT,-379.99
06/08/2026,VENDOR 3038 PAYMENT,-318.99
06/09/2026,VENDOR 3039 PAYMENT,-416.99
06/10/2026,VENDOR 3040 PAYMENT,-55.99
06/11/2026,VENDOR 3041 PAYMENT,-108.99
06/12/2026,VENDOR 3042 PAYMENT,-347.99
06/13/2026,VENDOR 3043 PAYMENT,-474.99
06/14/2026,VENDOR 3044 PAYMENT,-421.99
06/15/2026,VENDOR 3045 PAYMENT,-22.99
06/16/2026,VENDOR 3046 PAYMENT,-313.99
06/17/2026,VENDOR 3047 PAYMENT,-457.99
06/18/2026,VENDOR 3048 PAYMENT,-359.99
06/19/2026,VENDOR 3049 PAYMENT,-57.99
06/20/2026,VENDOR 3050 PAYMENT,-237.99
06/21/2026,VENDOR 3051 PAYMENT,-71.99
06/22/2026,VENDOR 3052 PAYMENT,-235.99
06/23/2026,VENDOR 3053 PAYMENT,-215.99
06/24/2026,VENDOR 3054 PAYMENT,-485.99
06/25/2026,VENDOR 3055 PAYMENT,-491.99
06/26/2026,VENDOR 3056 PAYMENT,-256.99
06/27/2026,VENDOR 3057 PAYMENT,-136.99
06/28/2026,VENDOR 3058 PAYMENT,-185.99
06/29/2026,VENDOR 3059 PAYMENT,-229.99
01/01/2026,VENDOR 3060 PAYMENT,-28.99
01/02/2026,VENDOR 3061 PAYMENT,-42.99
01/03/2026,VENDOR 3062 PAYMENT,-482.99
01/04/2026,VENDOR 3063 PAYMENT,-222.99
01/05/2026,VENDOR 3064 PAYMENT,-181.99
01/06/2026,VENDOR 3065 PAYMENT,-296.99
01/07/2026,VENDOR 3066 PAYMENT,-209.99
01/08/2026,VENDOR 3067 PAYMENT,-477.99
01/09/2026,VENDOR 3068 PAYMENT,-119.99
01/10/2026,VENDOR 3069 PAYMENT,-244.99
01/11/2026,VENDOR 3070 PAYMENT,-293.99
01/12/2026,VENDOR 3071 PAYMENT,-323.99
01/13/2026,VENDOR 3072 PAYMENT,-454.99
01/14/2026,VENDOR 3073 PAYMENT,-146.99
01/15/2026,VENDOR 3074 PAYMENT,-327.99
01/16/2026,VENDOR 3075 PAYMENT,-14.99
01/17/2026,VENDOR 3076 PAYMENT,-177.99
01/18/2026,VENDOR 3077 PAYMENT,-379.99
01/19/2026,VENDOR 3078 PAYMENT,-121.99
01/20/2026,VENDOR 3079 PAYMENT,-149.99
01/21/2026,VENDOR 3080 PAYMENT,-400.99
01/22/2026,VENDOR 3081 PAYMENT,-413.99
01/23/2026,VENDOR 3082 PAYMENT,-130.99
01/24/2026,VENDOR 3083 PAYMENT,-348.99
01/25/2026,VENDOR 3084 PAYMENT,-63.99
01/26/2026,VENDOR 3085 PAYMENT,-123.99
01/27/2026,VENDOR 3086 PAYMENT,-203.99
01/28/2026,VENDOR 3087 PAYMENT,-127.99
01/29/2026,VENDOR 3088 PAYMENT,-90.99
01/30/2026,VENDOR 3089 PAYMENT,-170.99
01/31/2026,VENDOR 3090 PAYMENT,-476.99
02/01/2026,VENDOR 3091 PAYMENT,-138.99
02/02/2026,VENDOR 3092 PAYMENT,-145.99
02/03/2026,VENDOR 3093 PAYMENT,-405.99
02/04/2026,VENDOR 3094 PAYMENT,-359.99
02/05/2026,VENDOR 3095 PAYMENT,-403.99
02/06/2026,VENDOR 3096 PAYMENT,-175.99
02/07/2026,VENDOR 3097 PAYMENT,-190.99
02/08/2026,VENDOR 3098 PAYMENT,-222.99
02/09/2026,VENDOR 3099 PAYMENT,-287.99
02/10/2026,VENDOR 3100 PAYMENT,-71.99
02/11/2026,VENDOR 3101 PAYMENT,-48.99
02/12/2026,VENDOR 3102 PAYMENT,-9.99
02/13/2026,VENDOR 3103 PAYMENT,-365.99
02/14/2026,VENDOR 3104 PAYMENT,-323.99
02/15/2026,VENDOR 3105 PAYMENT,-326.99
02/16/2026,VENDOR 3106 PAYMENT,-189.99
02/17/2026,VENDOR 3107 PAYMENT,-313.99
02/18/2026,VENDOR 3108 PAYMENT,-485.99
02/19/2026,VENDOR 3109 PAYMENT,-68.99
02/20/2026,VENDOR 3110 PAYMENT,-422.99
02/21/2026,VENDOR 3111 PAYMENT,-304.99
02/22/2026,VENDOR 3112 PAYMENT,-212.99
02/23/2026,VENDOR 3113 PAYMENT,-497.99
02/24/2026,VENDOR 3114 PAYMENT,-265.99
02/25/2026,VENDOR 3115 PAYMENT,-267.99
02/26/2026,VENDOR 3116 PAYMENT,-109.99
02/27/2026,VENDOR 3117 PAYMENT,-381.99
02/28/2026,VENDOR 3118 PAYMENT,-372.99
03/01/2026,VENDOR 3119 PAYMENT,-389.99
03/02/2026,VENDOR 3120 PAYMENT,-137.99
03/03/2026,VENDOR 3121 PAYMENT,-380.99
03/04/2026,VENDOR 3122 PAYMENT,-119.99
03/05/2026,VENDOR 3123 PAYMENT,-239.99
03/06/2026,VENDOR 3124 PAYMENT,-60.99
03/07/2026,VENDOR 3125 PAYMENT,-120.99
03/08/2026,VENDOR 3126 PAYMENT,-238.99
03/09/2026,VENDOR 3127 PAYMENT,-237.99
03/10/2026,VENDOR 3128 PAYMENT,-345.99
03/11/2026,VENDOR 3129 PAYMENT,-319.99
03/12/2026,VENDOR 3130 PAYMENT,-328.99
03/13/2026,VENDOR 3131 PAYMENT,-407.99
03/14/2026,VENDOR 3132 PAYMENT,-334.99
03/15/2026,VENDOR 3133 PAYMENT,-462.99
03/16/2026,VENDOR 3134 PAYMENT,-462.99
03/17/2026,VENDOR 3135 PAYMENT,-370.99
03/18/2026,VENDOR 3136 PAYMENT,-168.99
03/19/2026,VENDOR 3137 PAYMENT,-50.99
03/20/2026,VENDOR 3138 PAYMENT,-85.99
03/21/2026,VENDOR 3139 PAYMENT,-431.99
03/22/2026,VENDOR 3140 PAYMENT,-464.99
03/23/2026,VENDOR 3141 PAYMENT,-442.99
03/24/2026,VENDOR 3142 PAYMENT,-455.99
03/25/2026,VENDOR 3143 PAYMENT,-171.99
03/26/2026,VENDOR 3144 PAYMENT,-331.99
03/27/2026,VENDOR 3145 PAYMENT,-499.99
03/28/2026,VENDOR 3146 PAYMENT,-254.99
03/29/2026,VENDOR 3147 PAYMENT,-423.99
03/30/2026,VENDOR 3148 PAYMENT,-300.99
03/31/2026,VENDOR 3149 PAYMENT,-25.99
04/01/2026,VENDOR 3150 PAYMENT,-35.99
04/02/2026,VENDOR 3151 PAYMENT,-457.99
04/03/2026,VENDOR 3152 PAYMENT,-327.99
04/04/2026,VENDOR 3153 PAYMENT,-473.99
04/05/2026,VENDOR 3154 PAYMENT,-52.99
04/06/2026,VENDOR 3155 PAYMENT,-79.99
04/07/2026,VENDOR 3156 PAYMENT,-485.99
04/08/2026,VENDOR 3157 PAYMENT,-243.99
04/09/2026,VENDOR 3158 PAYMENT,-331.99
04/10/2026,VENDOR 3159 PAYMENT,-159.99
04/11/2026,VENDOR 3160 PAYMENT,-382.99
04/12/2026,VENDOR 3161 PAYMENT,-247.99
04/13/2026,VENDOR 3162 PAYMENT,-71.99
04/14/2026,VENDOR 3163 PAYMENT,-428.99
04/15/2026,VENDOR 3164 PAYMENT,-241.99
04/16/2026,VENDOR 3165 PAYMENT,-84.99
04/17/2026,VENDOR 3166 PAYMENT,-9.99
04/18/2026,VENDOR 3167 PAYMENT,-246.99
04/19/2026,VENDOR 3168 PAYMENT,-247.99
04/20/2026,VENDOR 3169 PAYMENT,-9.99
04/21/2026,VENDOR 3170 PAYMENT,-309.99
04/22/2026,VENDOR 3171 PAYMENT,-195.99
04/23/2026,VENDOR 3172 PAYMENT,-475.99
04/24/2026,VENDOR 3173 PAYMENT,-288.99
04/25/2026,VENDOR 3174 PAYMENT,-282.99
04/26/2026,VENDOR 3175 PAYMENT,-44.99
04/27/2026,VENDOR 3176 PAYMENT,-53.99
04/28/2026,VENDOR 3177 PAYMENT,-452.99
04/29/2026,VENDOR 3178 PAYMENT,-204.99
04/30/2026,VENDOR 3179 PAYMENT,-446.99
05/01/2026,VENDOR 3180 PAYMENT,-207.99
05/02/2026,VENDOR 3181 PAYMENT,-241.99
05/03/2026,VENDOR 3182 PAYMENT,-161.99
05/04/2026,VENDOR 3183 PAYMENT,-236.99
05/05/2026,VENDOR 3184 PAYMENT,-447.99
05/06/2026,VENDOR 3185 PAYMENT,-167.99
05/07/2026,VENDOR 3186 PAYMENT,-37.99
05/08/2026,VENDOR 3187 PAYMENT,-11.99
05/09/2026,VENDOR 3188 PAYMENT,-39.99
05/10/2026,VENDOR 3189 PAYMENT,-281.99
05/11/2026,VENDOR 3190 PAYMENT,-232.99
05/12/2026,VENDOR 3191 PAYMENT,-228.99
05/13/2026,VENDOR 3192 PAYMENT,-274.99
05/14/2026,VENDOR 3193 PAYMENT,-412.99
05/15/2026,VENDOR 3194 PAYMENT,-382.99
05/16/2026,VENDOR 3195 PAYMENT,-94.99
05/17/2026,VENDOR 3196 PAYMENT,-366.99
05/18/2026,VENDOR 3197 PAYMENT,-479.99
05/19/2026,VENDOR 3198 PAYMENT,-497.99
05/20/2026,VENDOR 3199 PAYMENT,-146.99
05/21/2026,VENDOR 3200 PAYMENT,-268.99
05/22/2026,VENDOR 3201 PAYMENT,-87.99
05/23/2026,VENDOR 3202 PAYMENT,-353.99
05/24/2026,VENDOR 3203 PAYMENT,-243.99
05/25/2026,VENDOR 3204 PAYMENT,-372.99
05/26/2026,VENDOR 3205 PAYMENT,-326.99
05/27/2026,VENDOR 3206 PAYMENT,-247.99
05/28/2026,VENDOR 3207 PAYMENT,-324.99
05/29/2026,VENDOR 3208 PAYMENT,-46.99
05/30/2026,VENDOR 3209 PAYMENT,-52.99
05/31/2026,VENDOR 3210 PAYMENT,-372.99
06/01/2026,VENDOR 3211 PAYMENT,-395.99
06/02/2026,VENDOR 3212 PAYMENT,-105.99
06/03/2026,VENDOR 3213 PAYMENT,-276.99
06/04/2026,VENDOR 3214 PAYMENT,-219.99
06/05/2026,VENDOR 3215 PAYMENT,-10.99
06/06/2026,VENDOR 3216 PAYMENT,-89.99
06/07/2026,VENDOR 3217 PAYMENT,-142.99
06/08/2026,VENDOR 3218 PAYMENT,-86.99
06/09/2026,VENDOR 3219 PAYMENT,-480.99
06/10/2026,VENDOR 3220 PAYMENT,-215.99
06/11/2026,VENDOR 3221 PAYMENT,-488.99
06/12/2026,VENDOR 3222 PAYMENT,-20.99
06/13/2026,VENDOR 3223 PAYMENT,-106.99
06/14/2026,VENDOR 3224 PAYMENT,-79.99
06/15/2026,VENDOR 3225 PAYMENT,-391.99
06/16/2026,VENDOR 3226 PAYMENT,-295.99
06/17/2026,VENDOR 3227 PAYMENT,-63.99
06/18/2026,VENDOR 3228 PAYMENT,-181.99
06/19/2026,VENDOR 3229 PAYMENT,-204.99
06/20/2026,VENDOR 3230 PAYMENT,-56.99
06/21/2026,VENDOR 3231 PAYMENT,-478.99
06/22/2026,VENDOR 3232 PAYMENT,-499.99
06/23/2026,VENDOR 3233 PAYMENT,-326.99
06/24/2026,VENDOR 3234 PAYMENT,-487.99
06/25/2026,VENDOR 3235 PAYMENT,-88.99
06/26/2026,VENDOR 3236 PAYMENT,-182.99
06/27/2026,VENDOR 3237 PAYMENT,-425.99
06/28/2026,VENDOR 3238 PAYMENT,-207.99
06/29/2026,VENDOR 3239 PAYMENT,-92.99
01/01/2026,VENDOR 3240 PAYMENT,-274.99
01/02/2026,VENDOR 3241 PAYMENT,-172.99
01/03/2026,VENDOR 3242 PAYMENT,-208.99
01/04/2026,VENDOR 3243 PAYMENT,-300.99
01/05/2026,VENDOR 3244 PAYMENT,-306.99
01/06/2026,VENDOR 3245 PAYMENT,-218.99
01/07/2026,VENDOR 3246 PAYMENT,-462.99
01/08/2026,VENDOR 3247 PAYMENT,-133.99
01/09/2026,VENDOR 3248 PAYMENT,-429.99
01/10/2026,VENDOR 3249 PAYMENT,-335.99
01/11/2026,VENDOR 3250 PAYMENT,-143.99
01/12/2026,VENDOR 3251 PAYMENT,-408.99
01/13/2026,VENDOR 3252 PAYMENT,-454.99
01/14/2026,VENDOR 3253 PAYMENT,-366.99
01/15/2026,VENDOR 3254 PAYMENT,-92.99
01/16/2026,VENDOR 3255 PAYMENT,-150.99
01/17/2026,VENDOR 3256 PAYMENT,-439.99
01/18/2026,VENDOR 3257 PAYMENT,-287.99
01/19/2026,VENDOR 3258 PAYMENT,-73.99
01/20/2026,VENDOR 3259 PAYMENT,-347.99
01/21/2026,VENDOR 3260 PAYMENT,-483.99
01/22/2026,VENDOR 3261 PAYMENT,-10.99
01/23/2026,VENDOR 3262 PAYMENT,-214.99
01/24/2026,VENDOR 3263 PAYMENT,-373.99
01/25/2026,VENDOR 3264 PAYMENT,-336.99
01/26/2026,VENDOR 3265 PAYMENT,-183.99
01/27/2026,VENDOR 3266 PAYMENT,-231.99
01/28/2026,VENDOR 3267 PAYMENT,-106.99
01/29/2026,VENDOR 3268 PAYMENT,-190.99
01/30/2026,VENDOR 3269 PAYMENT,-311.99
01/31/2026,VENDOR 3270 PAYMENT,-66.99
02/01/2026,VENDOR 3271 PAYMENT,-126.99
02/02/2026,VENDOR 3272 PAYMENT,-433.99
02/03/2026,VENDOR 3273 PAYMENT,-405.99
02/04/2026,VENDOR 3274 PAYMENT,-69.99
02/05/2026,VENDOR 3275 PAYMENT,-357.99
02/06/2026,VENDOR 3276 PAYMENT,-280.99
02/07/2026,VENDOR 3277 PAYMENT,-242.99
02/08/2026,VENDOR 3278 PAYMENT,-416.99
02/09/2026,VENDOR 3279 PAYMENT,-289.99
02/10/2026,VENDOR 3280 PAYMENT,-73.99
02/11/2026,VENDOR 3281 PAYMENT,-69.99
02/12/2026,VENDOR 3282 PAYMENT,-143.99
02/13/2026,VENDOR 3283 PAYMENT,-107.99
02/14/2026,VENDOR 3284 PAYMENT,-173.99
02/15/2026,VENDOR 3285 PAYMENT,-443.99
02/16/2026,VENDOR 3286 PAYMENT,-312.99
02/17/2026,VENDOR 3287 PAYMENT,-76.99
02/18/2026,VENDOR 3288 PAYMENT,-140.99
02/19/2026,VENDOR 3289 PAYMENT,-406.99
02/20/2026,VENDOR 3290 PAYMENT,-110.99
02/21/2026,VENDOR 3291 PAYMENT,-198.99
02/22/2026,VENDOR 3292 PAYMENT,-113.99
02/23/2026,VENDOR 3293 PAYMENT,-83.99
02/24/2026,VENDOR 3294 PAYMENT,-269.99
02/25/2026,VENDOR 3295 PAYMENT,-244.99
02/26/2026,VENDOR 3296 PAYMENT,-316.99
02/27/2026,VENDOR 3297 PAYMENT,-105.99
02/28/2026,VENDOR 3298 PAYMENT,-271.99
03/01/2026,VENDOR 3299 PAYMENT,-395.99
03/02/2026,VENDOR 3300 PAYMENT,-42.99
03/03/2026,VENDOR 3301 PAYMENT,-240.99
03/04/2026,VENDOR 3302 PAYMENT,-471.99
03/05/2026,VENDOR 3303 PAYMENT,-445.99
03/06/2026,VENDOR 3304 PAYMENT,-183.99
03/07/2026,VENDOR 3305 PAYMENT,-233.99
03/08/2026,VENDOR 3306 PAYMENT,-15.99
03/09/2026,VENDOR 3307 PAYMENT,-99.99
03/10/2026,VENDOR 3308 PAYMENT,-90.99
03/11/2026,VENDOR 3309 PAYMENT,-457.99
03/12/2026,VENDOR 3310 PAYMENT,-8.99
03/13/2026,VENDOR 3311 PAYMENT,-81.99
03/14/2026,VENDOR 3312 PAYMENT,-373.99
03/15/2026,VENDOR 3313 PAYMENT,-276.99
03/16/2026,VENDOR 3314 PAYMENT,-443.99
03/17/2026,VENDOR 3315 PAYMENT,-354.99
03/18/2026,VENDOR 3316 PAYMENT,-387.99
03/19/2026,VENDOR 3317 PAYMENT,-443.99
03/20/2026,VENDOR 3318 PAYMENT,-248.99
03/21/2026,VENDOR 3319 PAYMENT,-323.99
03/22/2026,VENDOR 3320 PAYMENT,-416.99
03/23/2026,VENDOR 3321 PAYMENT,-301.99
03/24/2026,VENDOR 3322 PAYMENT,-477.99
03/25/2026,VENDOR 3323 PAYMENT,-315.99
03/26/2026,VENDOR 3324 PAYMENT,-6.99
03/27/2026,VENDOR 3325 PAYMENT,-160.99
03/28/2026,VENDOR 3326 PAYMENT,-233.99
03/29/2026,VENDOR 3327 PAYMENT,-169.99
03/30/2026,VENDOR 3328 PAYMENT,-442.99
03/31/2026,VENDOR 3329 PAYMENT,-444.99
04/01/2026,VENDOR 3330 PAYMENT,-15.99
04/02/2026,VENDOR 3331 PAYMENT,-275.99
04/03/2026,VENDOR 3332 PAYMENT,-285.99
04/04/2026,VENDOR 3333 PAYMENT,-81.99
04/05/2026,VENDOR 3334 PAYMENT,-254.99
04/06/2026,VENDOR 3335 PAYMENT,-120.99
04/07/2026,VENDOR 3336 PAYMENT,-275.99
04/08/2026,VENDOR 3337 PAYMENT,-260.99
04/09/2026,VENDOR 3338 PAYMENT,-382.99
04/10/2026,VENDOR 3339 PAYMENT,-384.99
04/11/2026,VENDOR 3340 PAYMENT,-409.99
04/12/2026,VENDOR 3341 PAYMENT,-405.99
04/13/2026,VENDOR 3342 PAYMENT,-264.99
04/14/2026,VENDOR 3343 PAYMENT,-72.99
04/15/2026,VENDOR 3344 PAYMENT,-317.99
04/16/2026,VENDOR 3345 PAYMENT,-65.99
04/17/2026,VENDOR 3346 PAYMENT,-391.99
04/18/2026,VENDOR 3347 PAYMENT,-16.99
04/19/2026,VENDOR 3348 PAYMENT,-175.99
04/20/2026,VENDOR 3349 PAYMENT,-86.99
04/21/2026,VENDOR 3350 PAYMENT,-351.99
04/22/2026,VENDOR 3351 PAYMENT,-16.99
04/23/2026,VENDOR 3352 PAYMENT,-365.99
04/24/2026,VENDOR 3353 PAYMENT,-436.99
04/25/2026,VENDOR 3354 PAYMENT,-318.99
04/26/2026,VENDOR 3355 PAYMENT,-288.99
04/27/2026,VENDOR 3356 PAYMENT,-205.99
04/28/2026,VENDOR 3357 PAYMENT,-380.99
04/29/2026,VENDOR 3358 PAYMENT,-326.99
04/30/2026,VENDOR 3359 PAYMENT,-290.99
05/01/2026,VENDOR 3360 PAYMENT,-214.99
05/02/2026,VENDOR 3361 PAYMENT,-103.99
05/03/2026,VENDOR 3362 PAYMENT,-175.99
05/04/2026,VENDOR 3363 PAYMENT,-448.99
05/05/2026,VENDOR 3364 PAYMENT,-259.99
05/06/2026,VENDOR 3365 PAYMENT,-165.99
05/07/2026,VENDOR 3366 PAYMENT,-51.99
05/08/2026,VENDOR 3367 PAYMENT,-208.99
05/09/2026,VENDOR 3368 PAYMENT,-165.99
05/10/2026,VENDOR 3369 PAYMENT,-61.99
05/11/2026,VENDOR 3370 PAYMENT,-92.99
05/12/2026,VENDOR 3371 PAYMENT,-28.99
05/13/2026,VENDOR 3372 PAYMENT,-105.99
05/14/2026,VENDOR 3373 PAYMENT,-397.99
05/15/2026,VENDOR 3374 PAYMENT,-128.99
05/16/2026,VENDOR 3375 PAYMENT,-131.99
05/17/2026,VENDOR 3376 PAYMENT,-363.99
05/18/2026,VENDOR 3377 PAYMENT,-80.99
05/19/2026,VENDOR 3378 PAYMENT,-87.99
05/20/2026,VENDOR 3379 PAYMENT,-68.99
05/21/2026,VENDOR 3380 PAYMENT,-222.99
05/22/2026,VENDOR 3381 PAYMENT,-387.99
05/23/2026,VENDOR 3382 PAYMENT,-116.99
05/24/2026,VENDOR 3383 PAYMENT,-254.99
05/25/2026,VENDOR 3384 PAYMENT,-405.99
05/26/2026,VENDOR 3385 PAYMENT,-443.99
05/27/2026,VENDOR 3386 PAYMENT,-307.99
05/28/2026,VENDOR 3387 PAYMENT,-490.99
05/29/2026,VENDOR 3388 PAYMENT,-445.99
05/30/2026,VENDOR 3389 PAYMENT,-468.99
05/31/2026,VENDOR 3390 PAYMENT,-300.99
06/01/2026,VENDOR 3391 PAYMENT,-357.99
06/02/2026,VENDOR 3392 PAYMENT,-475.99
06/03/2026,VENDOR 3393 PAYMENT,-138.99
06/04/2026,VENDOR 3394 PAYMENT,-130.99
06/05/2026,VENDOR 3395 PAYMENT,-423.99
06/06/2026,VENDOR 3396 PAYMENT,-276.99
06/07/2026,VENDOR 3397 PAYMENT,-156.99
06/08/2026,VENDOR 3398 PAYMENT,-84.99
06/09/2026,VENDOR 3399 PAYMENT,-464.99
06/10/2026,VENDOR 3400 PAYMENT,-96.99
06/11/2026,VENDOR 3401 PAYMENT,-337.99
06/12/2026,VENDOR 3402 PAYMENT,-62.99
06/13/2026,VENDOR 3403 PAYMENT,-124.99
06/14/2026,VENDOR 3404 PAYMENT,-394.99
06/15/2026,VENDOR 3405 PAYMENT,-335.99
06/16/2026,VENDOR 3406 PAYMENT,-179.99
06/17/2026,VENDOR 3407 PAYMENT,-490.99
06/18/2026,VENDOR 3408 PAYMENT,-88.99
06/19/2026,VENDOR 3409 PAYMENT,-238.99
06/20/2026,VENDOR 3410 PAYMENT,-85.99
06/21/2026,VENDOR 3411 PAYMENT,-30.99
06/22/2026,VENDOR 3412 PAYMENT,-244.99
06/23/2026,VENDOR 3413 PAYMENT,-319.99
06/24/2026,VENDOR 3414 PAYMENT,-63.99
06/25/2026,VENDOR 3415 PAYMENT,-255.99
06/26/2026,VENDOR 3416 PAYMENT,-354.99
06/27/2026,VENDOR 3417 PAYMENT,-266.99
06/28/2026,VENDOR 3418 PAYMENT,-69.99
06/29/2026,VENDOR 3419 PAYMENT,-48.99
01/01/2026,VENDOR 3420 PAYMENT,-343.99
01/02/2026,VENDOR 3421 PAYMENT,-360.99
01/03/2026,VENDOR 3422 PAYMENT,-338.99
01/04/2026,VENDOR 3423 PAYMENT,-450.99
01/05/2026,VENDOR 3424 PAYMENT,-332.99
01/06/2026,VENDOR 3425 PAYMENT,-451.99
01/07/2026,VENDOR 3426 PAYMENT,-466.99
01/08/2026,VENDOR 3427 PAYMENT,-435.99
01/09/2026,VENDOR 3428 PAYMENT,-136.99
01/10/2026,VENDOR 3429 PAYMENT,-113.99
01/11/2026,VENDOR 3430 PAYMENT,-108.99
01/12/2026,VENDOR 3431 PAYMENT,-147.99
01/13/2026,VENDOR 3432 PAYMENT,-113.99
01/14/2026,VENDOR 3433 PAYMENT,-456.99
01/15/2026,VENDOR 3434 PAYMENT,-312.99
01/16/2026,VENDOR 3435 PAYMENT,-415.99
01/17/2026,VENDOR 3436 PAYMENT,-224.99
01/18/2026,VENDOR 3437 PAYMENT,-126.99
01/19/2026,VENDOR 3438 PAYMENT,-473.99
01/20/2026,VENDOR 3439 PAYMENT,-212.99
01/21/2026,VENDOR 3440 PAYMENT,-267.99
01/22/2026,VENDOR 3441 PAYMENT,-86.99
01/23/2026,VENDOR 3442 PAYMENT,-105.99
01/24/2026,VENDOR 3443 PAYMENT,-413.99
01/25/2026,VENDOR 3444 PAYMENT,-374.99
01/26/2026,VENDOR 3445 PAYMENT,-28.99
01/27/2026,VENDOR 3446 PAYMENT,-466.99
01/28/2026,VENDOR 3447 PAYMENT,-489.99
01/29/2026,VENDOR 3448 PAYMENT,-290.99
01/30/2026,VENDOR 3449 PAYMENT,-305.99
01/31/2026,VENDOR 3450 PAYMENT,-441.99
02/01/2026,VENDOR 3451 PAYMENT,-403.99
02/02/2026,VENDOR 3452 PAYMENT,-253.99
02/03/2026,VENDOR 3453 PAYMENT,-15.99
02/04/2026,VENDOR 3454 PAYMENT,-399.99
02/05/2026,VENDOR 3455 PAYMENT,-314.99
02/06/2026,VENDOR 3456 PAYMENT,-255.99
02/07/2026,VENDOR 3457 PAYMENT,-117.99
02/08/2026,VENDOR 3458 PAYMENT,-397.99
02/09/2026,VENDOR 3459 PAYMENT,-441.99
02/10/2026,VENDOR 3460 PAYMENT,-481.99
02/11/2026,VENDOR 3461 PAYMENT,-317.99
02/12/2026,VENDOR 3462 PAYMENT,-211.99
02/13/2026,VENDOR 3463 PAYMENT,-111.99
02/14/2026,VENDOR 3464 PAYMENT,-217.99
02/15/2026,VENDOR 3465 PAYMENT,-260.99
02/16/2026,VENDOR 3466 PAYMENT,-120.99
02/17/2026,VENDOR 3467 PAYMENT,-244.99
02/18/2026,VENDOR 3468 PAYMENT,-446.99
02/19/2026,VENDOR 3469 PAYMENT,-279.99
02/20/2026,VENDOR 3470 PAYMENT,-285.99
02/21/2026,VENDOR 3471 PAYMENT,-69.99
02/22/2026,VENDOR 3472 PAYMENT,-101.99
02/23/2026,VENDOR 3473 PAYMENT,-402.99
02/24/2026,VENDOR 3474 PAYMENT,-152.99
02/25/2026,VENDOR 3475 PAYMENT,-119.99
02/26/2026,VENDOR 3476 PAYMENT,-367.99
02/27/2026,VENDOR 3477 PAYMENT,-203.99
02/28/2026,VENDOR 3478 PAYMENT,-101.99
03/01/2026,VENDOR 3479 PAYMENT,-294.99
03/02/2026,VENDOR 3480 PAYMENT,-205.99
03/03/2026,VENDOR 3481 PAYMENT,-156.99
03/04/2026,VENDOR 3482 PAYMENT,-460.99
03/05/2026,VENDOR 3483 PAYMENT,-301.99
03/06/2026,VENDOR 3484 PAYMENT,-227.99
03/07/2026,VENDOR 3485 PAYMENT,-346.99
03/08/2026,VENDOR 3486 PAYMENT,-147.99
03/09/2026,VENDOR 3487 PAYMENT,-335.99
03/10/2026,VENDOR 3488 PAYMENT,-384.99
03/11/2026,VENDOR 3489 PAYMENT,-81.99
03/12/2026,VENDOR 3490 PAYMENT,-494.99
03/13/2026,VENDOR 3491 PAYMENT,-186.99
03/14/2026,VENDOR 3492 PAYMENT,-171.99
03/15/2026,VENDOR 3493 PAYMENT,-468.99
03/16/2026,VENDOR 3494 PAYMENT,-40.99
03/17/2026,VENDOR 3495 PAYMENT,-390.99
03/18/2026,VENDOR 3496 PAYMENT,-369.99
03/19/2026,VENDOR 3497 PAYMENT,-94.99
03/20/2026,VENDOR 3498 PAYMENT,-390.99
03/21/2026,VENDOR 3499 PAYMENT,-136.99
03/22/2026,VENDOR 3500 PAYMENT,-28.99
03/23/2026,VENDOR 3501 PAYMENT,-223.99
03/24/2026,VENDOR 3502 PAYMENT,-299.99
03/25/2026,VENDOR 3503 PAYMENT,-43.99
03/26/2026,VENDOR 3504 PAYMENT,-305.99
03/27/2026,VENDOR 3505 PAYMENT,-451.99
03/28/2026,VENDOR 3506 PAYMENT,-389.99
03/29/2026,VENDOR 3507 PAYMENT,-10.99
03/30/2026,VENDOR 3508 PAYMENT,-432.99
03/31/2026,VENDOR 3509 PAYMENT,-487.99
04/01/2026,VENDOR 3510 PAYMENT,-225.99
04/02/2026,VENDOR 3511 PAYMENT,-180.99
04/03/2026,VENDOR 3512 PAYMENT,-436.99
04/04/2026,VENDOR 3513 PAYMENT,-299.99
04/05/2026,VENDOR 3514 PAYMENT,-211.99
04/06/2026,VENDOR 3515 PAYMENT,-146.99
04/07/2026,VENDOR 3516 PAYMENT,-198.99
04/08/2026,VENDOR 3517 PAYMENT,-324.99
04/09/2026,VENDOR 3518 PAYMENT,-103.99
04/10/2026,VENDOR 3519 PAYMENT,-189.99
04/11/2026,VENDOR 3520 PAYMENT,-363.99
04/12/2026,VENDOR 3521 PAYMENT,-35.99
04/13/2026,VENDOR 3522 PAYMENT,-144.99
